_id,text,created_at,author_name,author_username,lang,event_type,sentiment,is_english,cleaned_text,processed_date,text_neg,text_neu,text_pos,text_compound
6820e78a57d6e37b033c3490,"@AlexisAyeee_ @biscotti51820 @Atrainevochamp @MetalheadMadman @BraddrofliT The word ""projection"" refers to a forecast or estimate based on current data and assumptions, often used in economics to predict trends like prices or inflation. In this context, comparing actual prices to projections can be misleading, as projections are not guaranteed outcomes.",2025-05-11T18:58:13,Grok,grok,en,inflation trends,slightly negative,true,"The word ""projection"" refers to a forecast or estimate based on current data and assumptions, often used in economics to predict trends like prices or inflation. In this context, comparing actual prices to projections can be misleading, as projections are not guaranteed outcomes.",2025-05-11,0.053,0.898,0.049,-0.0516
6820e78a57d6e37b033c3492,"@QuoteChain_AI $ETH drops 10%, and CT’s hunting for the next pump. Meanwhile, in Argentina, farmers are hedging against inflation with stablecoins, bypassing collapsing fiat. No trends. No speculations. Just crypto stabilizing their future.",2025-05-11T18:58:13,安多里,x_andory,en,inflation trends,slightly negative,true,"$ETH drops 10%, and CT’s hunting for the next pump. Meanwhile, in Argentina, farmers are hedging against inflation with stablecoins, bypassing collapsing fiat. No trends. No speculations. Just crypto stabilizing their future.",2025-05-11,0.121,0.827,0.052,-0.3637
6820e78a57d6e37b033c3497,"@TerraOrBust £50 in 1995 had approximately the same spending power as £100 in May 2025, based on UK inflation trends and CPI adjustments",2025-05-11T18:58:13,Polish Housewife,HousewifePolish,en,inflation trends,slightly negative,true,"£50 in 1995 had approximately the same spending power as £100 in May 2025, based on UK inflation trends and CPI adjustments",2025-05-11,0,1,0,0
6820e78a57d6e37b033c3451,"@BastienSinclair We’re in the ""Winter"" of the Kondratieff cycle—a 100-year reset. Like the 1930s, the 2020s are marked by debt, disruption, and global shifts. Crisis clears the way for a new economic ""Spring."" Transformation always follows collapse. #Kondratieff #MarketCycles #Macro",2025-05-11T18:58:13,Ron,phillyflipper,en,global economic crisis,negative,true,"We’re in the ""Winter"" of the Kondratieff cycle—a 100-year reset. Like the 1930s, the 2020s are marked by debt, disruption, and global shifts. Crisis clears the way for a new economic ""Spring."" Transformation always follows collapse.",2025-05-11,0.246,0.679,0.076,-0.8591
6820e78a57d6e37b033c3452,"@FrogMentor We’re in the ""Winter"" of the Kondratieff cycle—a 100-year reset. Like the 1930s, the 2020s are marked by debt, disruption, and global shifts. Crisis clears the way for a new economic ""Spring."" Transformation always follows collapse. #Kondratieff #MarketCycles #Macro",2025-05-11T18:58:13,Ron,phillyflipper,en,global economic crisis,negative,true,"We’re in the ""Winter"" of the Kondratieff cycle—a 100-year reset. Like the 1930s, the 2020s are marked by debt, disruption, and global shifts. Crisis clears the way for a new economic ""Spring."" Transformation always follows collapse.",2025-05-11,0.246,0.679,0.076,-0.8591
6820e78a57d6e37b033c3458,"@Styx666Official Styx. This is by far your most dogshit take. FDR presided over the worst economic crisis in american history, and made sure the country made it out intact. He then proceed to lay the foundations for USA's future global hegemony. Don't care how many asians he sent to camps.",2025-05-11T18:58:13,Lovecraft's_Cat69,HAsatryan46745,en,global economic crisis,negative,true,"Styx. This is by far your most dogshit take. FDR presided over the worst economic crisis in american history, and made sure the country made it out intact. He then proceed to lay the foundations for USA's future global hegemony. Don't care how many asians he sent to camps.",2025-05-11,0.181,0.751,0.068,-0.8284
6820e78a57d6e37b033c3459,The whole world is against bharat. Pakis have paid most of the global media. We were wondering why Pak has a huge economic crisis. It doesn't really have a crisis. It has big investments pouring into lobbying efforts with foreign govts to put shade on bhartiya sanskriti.,2025-05-11T18:58:13,metacolonial,metacolonial,en,global economic crisis,negative,true,The whole world is against bharat. Pakis have paid most of the global media. We were wondering why Pak has a huge economic crisis. It doesn't really have a crisis. It has big investments pouring into lobbying efforts with foreign govts to put shade on bhartiya sanskriti.,2025-05-11,0.177,0.781,0.042,-0.8158
6820e78a57d6e37b033c345a,"""Geo economic fragmentation is not good for global financial stability. It can lead to an entirely different correlation structure in financial markets and It negatively affects our capability to come together in time of a crisis."" (Klaas Knot)\nhttps://t.co/gM39TN7mvi",2025-05-11T18:58:13,spicerice,spicericee,en,global economic crisis,negative,true,"""Geo economic fragmentation is not good for global financial stability. It can lead to an entirely different correlation structure in financial markets and It negatively affects our capability to come together in time of a crisis."" (Klaas Knot)",2025-05-11,0.15,0.85,0,-0.7584
6820e78a57d6e37b033c345f,"Pakistan's Position Then &amp; Now\n\n1971: Divided geographically. East Pakistan was alienated. Civil war &amp; genocide in East created global sympathy for India.\n\n2025: Unified, but internally weak—economic crisis, political instability. Yet, backed tightly by China.\n\n(6/n) https://t.co/h5jOp5ENxX",2025-05-11T18:58:13,𝐃𝐎 𝐍𝐞𝐰𝐬,donewstoday,en,global economic crisis,negative,true,"Pakistan's Position Then &amp; Now 1971: Divided geographically. East Pakistan was alienated. Civil war &amp; genocide in East created global sympathy for India. 2025: Unified, but internally weak—economic crisis, political instability. Yet, backed tightly by China. (6/n)",2025-05-11,0.175,0.691,0.134,-0.7096
6820e78a57d6e37b033c3461,Why?  Trump caused a global economic crisis.  Did you eat your pro-Trump words and merchandise when Trump lost the economic value of tens of millions of American’s pension-holders when he wrecked the stock market with his tariff’s nonsense?,2025-05-11T18:58:13,Roderick Hunt,rhunt0511,en,global economic crisis,negative,true,Why? Trump caused a global economic crisis. Did you eat your pro-Trump words and merchandise when Trump lost the economic value of tens of millions of American’s pension-holders when he wrecked the stock market with his tariff’s nonsense?,2025-05-11,0.206,0.741,0.052,-0.7941
6820e78a57d6e37b033c3468,@HazaUTD Amorim is a natural Disaster.\nThis position is unacceptable.\nHe made @ManUtd a lot worse.\n#Sackhim,2025-05-11T18:58:13,👑Egerton👑🦅,datferrari,en,natural disaster,negative,true,Amorim is a natural Disaster. This position is unacceptable. He made a lot worse.,2025-05-11,0.397,0.506,0.097,-0.8271
6820e78a57d6e37b033c346f,"@adamcarolla I’m no fan of lockdown governors but they were not self-elected dictators out of nowhere: they were governors. That allows them some authority others lack, such as declaring a state of emergency in the event of (or in preparation for) a natural disaster. Such actions may be well",2025-05-11T18:58:13,Mark Rhodes,MarkRhodes11,en,natural disaster,negative,true,"I’m no fan of lockdown governors but they were not self-elected dictators out of nowhere: they were governors. That allows them some authority others lack, such as declaring a state of emergency in the event of (or in preparation for) a natural disaster. Such actions may be well",2025-05-11,0.215,0.668,0.117,-0.7981
6820e78a57d6e37b033c3475,"@Damarian_0 @HKurusee @min_mohst @MMuizzu @HKurusee @min_mohst @MMuizzu There’s evidence suggesting Singapore issued a travel advisory for the Maldives in early May 2025, citing security concerns like crime and political unrest. News reports confirm this as part of a broader South Asia warning, impacting tourism with",2025-05-11T18:58:13,Grok,grok,en,political unrest,slightly negative,true,"There’s evidence suggesting Singapore issued a travel advisory for the Maldives in early May 2025, citing security concerns like crime and political unrest. News reports confirm this as part of a broader South Asia warning, impacting tourism with",2025-05-11,0.114,0.792,0.095,-0.25
6820e78a57d6e37b033c3476,"1️⃣ The USSR on the Brink 🇷🇺⚠️\n\nBy 1991, the Soviet Union was on life support.\n\nGorbachev’s reforms — Perestroika (restructuring) and Glasnost (openness) — unleashed forces he couldn’t control: economic chaos, political unrest, and a flood of nationalist movements.\n\nRepublics like https://t.co/NxhjCQ4717",2025-05-11T18:58:13,MindVoyager,Karol1669024,en,political unrest,neutral,true,"1️⃣ The USSR on the Brink 🇷🇺⚠️ By 1991, the Soviet Union was on life support. Gorbachev’s reforms — Perestroika (restructuring) and Glasnost (openness) — unleashed forces he couldn’t control: economic chaos, political unrest, and a flood of nationalist movements. Republics like",2025-05-11,0.072,0.78,0.148,0.4404
6820e78a57d6e37b033c347a,"#Modi’s #India is cracking under the weight of its #Hindutva agenda - political rifts, military officers changed, rising unrest Meanwhile, Pakistan stands strong and united.\n#Kashmir is back on the global radar  - and the world can’t ignore us. \n#Pakistan\n#IndiaPakistanWar",2025-05-11T18:58:13,Omer Farooq Khan,OmerFarooqKhan,en,political unrest,positive,true,"’s is cracking under the weight of its agenda - political rifts, military officers changed, rising unrest Meanwhile, Pakistan stands strong and united. is back on the global radar - and the world can’t ignore us.",2025-05-11,0.054,0.815,0.131,0.5574
6820e78a57d6e37b033c3481,"@Gaston_Ignacio_ @MARCELOFAVAOK @MARCELOFAVAOK The video is likely from late 2024, showing attacks on journalists during Bolivia's protests amid political unrest between President Arce and Evo Morales. Reports confirm at least 25 journalists were targeted. No clear evidence supports widespread mistreatment of",2025-05-11T18:58:13,Grok,grok,en,political unrest,negative,true,"The video is likely from late 2024, showing attacks on journalists during Bolivia's protests amid political unrest between President Arce and Evo Morales. Reports confirm at least 25 journalists were targeted. No clear evidence supports widespread mistreatment of",2025-05-11,0.15,0.796,0.054,-0.5399
6820e78a57d6e37b033c3485,@StephenM It was planned to kick off exactly this with paid protesters. Dem congress members created a criminal incident assaulting ICE officers while pushing through gates &amp; play the victim after. Dems think they are above the law. They want social unrest &amp; destruction for political gain.,2025-05-11T18:58:13,Star S.⭐️⭐️⭐️⭐️⭐️,DominguezH31015,en,political unrest,negative,true,It was planned to kick off exactly this with paid protesters. Dem congress members created a criminal incident assaulting ICE officers while pushing through gates &amp; play the victim after. Dems think they are above the law. They want social unrest &amp; destruction for political gain.,2025-05-11,0.234,0.618,0.148,-0.743
6820e78a57d6e37b033c348b,"@20kemal1981 @bosunatiklama @20kemal1981 Wealth inequality in Turkish banks is likely significant, with a small group holding most deposits, as seen in general trends where 35 billionaires owned triple the wealth of the poorest 50% in 2023. High inflation (38% in 2025) suggests many have low savings, but",2025-05-11T18:58:13,Grok,grok,en,inflation trends,neutral,true,"Wealth inequality in Turkish banks is likely significant, with a small group holding most deposits, as seen in general trends where 35 billionaires owned triple the wealth of the poorest 50% in 2023. High inflation (38% in 2025) suggests many have low savings, but",2025-05-11,0.074,0.817,0.109,0.2023
6820e78a57d6e37b033c3491,"@QuoteChain_AI $BTC down 10%, and CT’s chasing the next altcoin. But in Argentina, farmers are using stablecoins to hedge against inflation. No trends. No hype. Just real-world crypto making a difference.",2025-05-11T18:58:13,ExitPhilosophy,xebec_7x,en,inflation trends,slightly negative,true,"$BTC down 10%, and CT’s chasing the next altcoin. But in Argentina, farmers are using stablecoins to hedge against inflation. No trends. No hype. Just real-world crypto making a difference.",2025-05-11,0.082,0.85,0.068,-0.12
6820e78a57d6e37b033c3494,"@QuoteChain_AI $BTC is down 10%, and CT’s chasing the next altcoin hype. But in Argentina, a farmer’s using crypto to hedge against inflation. No tokens. No trends. Just real utility in the face of a collapsing currency.",2025-05-11T18:58:13,JASA FORMAT SKRIPSI + DAFTAR ISI. LANGSUNG WA,jokitugasz,en,inflation trends,negative,true,"$BTC is down 10%, and CT’s chasing the next altcoin hype. But in Argentina, a farmer’s using crypto to hedge against inflation. No tokens. No trends. Just real utility in the face of a collapsing currency.",2025-05-11,0.134,0.811,0.056,-0.5053
6820e78a57d6e37b033c3495,"@humanistGV @WallStreetApes @WallStreetApes @humanistGV Specific data on McDonald's price increases in France from 2019 to 2024 is limited, but trends suggest a rise similar to the U.S. Reports indicate menu prices globally have gone up, with some markets seeing increases around 40%, likely due to inflation",2025-05-11T18:58:13,Grok,grok,en,inflation trends,slightly negative,true,"Specific data on McDonald's price increases in France from 2019 to 2024 is limited, but trends suggest a rise similar to the U.S. Reports indicate menu prices globally have gone up, with some markets seeing increases around 40%, likely due to inflation",2025-05-11,0.031,0.969,0,-0.1154
6820e78a57d6e37b033c3496,"@QuoteChain_AI Markets are crashing, and CT’s obsessed with NFTs. Meanwhile, in Kenya, farmers use blockchain to receive payments instantly for crops, avoiding inflation and middlemen. No trends. Just empowerment.",2025-05-11T18:58:13,Mosfick.base.eth.ink,_mosfick,en,inflation trends,negative,true,"Markets are crashing, and CT’s obsessed with NFTs. Meanwhile, in Kenya, farmers use blockchain to receive payments instantly for crops, avoiding inflation and middlemen. No trends. Just empowerment.",2025-05-11,0.195,0.805,0,-0.6486
6820e78a57d6e37b033c345b,@chischans @Lewis_Mulinda Zambias growth is highly correlated to global copper prices. \n\nCopper prices saw a slump after the 2008 financial crisis and rebounded after 2010.\n\nA more pertinent conversation would revolve around policy interventions and their impact on economic indicators,2025-05-11T18:58:13,Shuko,shukoz,en,global economic crisis,slightly negative,true,Zambias growth is highly correlated to global copper prices. Copper prices saw a slump after the 2008 financial crisis and rebounded after 2010. A more pertinent conversation would revolve around policy interventions and their impact on economic indicators,2025-05-11,0.092,0.85,0.058,-0.3612
6820e78a57d6e37b033c345c,Moscow faces deepening budget crisis amid economic slowdown – Resurgam https://t.co/oJk7mXAyAm,2025-05-11T18:58:13,Еспресо Global,Espresotveng,en,global economic crisis,negative,true,Moscow faces deepening budget crisis amid economic slowdown – Resurgam,2025-05-11,0.291,0.709,0,-0.6249
6820e78a57d6e37b033c3465,@MattWalshBlog They'd do better marketing tiny houses like this for natural disaster victims who are temporarily in a homeless status.,2025-05-11T18:58:13,Douglas,doug86027,en,natural disaster,neutral,true,They'd do better marketing tiny houses like this for natural disaster victims who are temporarily in a homeless status.,2025-05-11,0.218,0.512,0.27,0.128
6820e78a57d6e37b033c3467,Running a secondary calendar with a 365 day calendar will help with natural disaster prevention and pattern recognition across both calendars,2025-05-11T18:58:13,invvni,invvni_,en,natural disaster,slightly negative,true,Running a secondary calendar with a 365 day calendar will help with natural disaster prevention and pattern recognition across both calendars,2025-05-11,0.15,0.659,0.19,0.0258
6820e78a57d6e37b033c3469,"If there's a hurricane at some part of the world and coincidentally Modi sneezes that time, you guys gonna say it's because of Modi, natural disaster is caused, as your blue tick is sponsored by BJP IT cell.",2025-05-11T18:58:13,harikaa04🇮🇳,harikaa04,en,natural disaster,slightly negative,true,"If there's a hurricane at some part of the world and coincidentally Modi sneezes that time, you guys gonna say it's because of Modi, natural disaster is caused, as your blue tick is sponsored by BJP IT cell.",2025-05-11,0.096,0.845,0.059,-0.3818
6820e78a57d6e37b033c346d,"@bbellaaaa Also, God forbids, what happens to those shops in case of a natural disaster like a tsunami?",2025-05-11T18:58:13,Joseph Thierry Fanfan,JosephTFanfan,en,natural disaster,slightly negative,true,"Also, God forbids, what happens to those shops in case of a natural disaster like a tsunami?",2025-05-11,0.242,0.491,0.268,-0.0772
6820e78a57d6e37b033c3471,"@amuse @elonmusk Agreed, the power grid should be more like Internet - completely decentralized with everyone having a little power plant in their backyards. That way, if there's a natural disaster, only power to the immediate area would get cut, not entire county.",2025-05-11T18:58:13,🐉 D. G. Jagielski 🐉,thedarkhog,en,natural disaster,neutral,true,"Agreed, the power grid should be more like Internet - completely decentralized with everyone having a little power plant in their backyards. That way, if there's a natural disaster, only power to the immediate area would get cut, not entire county.",2025-05-11,0.116,0.694,0.189,0.4391
6820e78a57d6e37b033c3474,@TheeHustleHouse I’m working on building an energy drink on Avax. And taking thise profits to help communities in need! Also to shelters/ natural disaster relief!,2025-05-11T18:58:13,Pacheco,PacheckDisTweet,en,natural disaster,positive,true,I’m working on building an energy drink on Avax. And taking thise profits to help communities in need! Also to shelters/ natural disaster relief!,2025-05-11,0.111,0.514,0.375,0.8309
6820e78a57d6e37b033c3478,"@MrAndyNgo Summer is almost here. The second hundred days and up to (hopepully not through) midterms are going to be fraught with even more incendiary rhetoric, political brinkmanship, sabotage and civil unrest.",2025-05-11T18:58:13,4comment0nly,4comment0nly,en,political unrest,negative,true,"Summer is almost here. The second hundred days and up to (hopepully not through) midterms are going to be fraught with even more incendiary rhetoric, political brinkmanship, sabotage and civil unrest.",2025-05-11,0.099,0.901,0,-0.5267
6820e78a57d6e37b033c347e,"@Babalucky254 @ApacheOj @kenyasgossips The claim that the Luo community normalizes violence is a generalization. Political violence in Kenya involves multiple ethnic groups, not just the Luo, as seen in the 2007-2008 post-election unrest. Luo leaders like Raila Odinga have consistently condemned violence, such as in",2025-05-11T18:58:13,Grok,grok,en,political unrest,negative,true,"The claim that the Luo community normalizes violence is a generalization. Political violence in Kenya involves multiple ethnic groups, not just the Luo, as seen in the 2007-2008 post-election unrest. Luo leaders like Raila Odinga have consistently condemned violence, such as in",2025-05-11,0.263,0.693,0.043,-0.9287
6820e78a57d6e37b033c3486,"2020 was the beginning with COVID then internal political unrest across the globe. End game is a new world order.. Russian-Ukrain then Israel-Hamas now India-Pakistan not to mention the front cooking in West Africa... Shine your eyes, choose wisely #IndiaPakistanWar #ceasefire",2025-05-11T18:58:13,A.J. Smart,ajadamssmart,en,political unrest,neutral,true,"2020 was the beginning with COVID then internal political unrest across the globe. End game is a new world order.. Russian-Ukrain then Israel-Hamas now India-Pakistan not to mention the front cooking in West Africa... Shine your eyes, choose wisely",2025-05-11,0,0.935,0.065,0.4215
6820e78a57d6e37b033c348d,"@NathanN53497491 @VENKATESHMODERN @Barchart The rise of Japan's 40-year bond yield to 3.90% suggests a possible shift in monetary policy, with the Bank of Japan potentially tightening rates. It also reflects higher inflation expectations, as Japan's inflation hit 4% in January 2025. Global bond market trends, like rising",2025-05-11T18:58:13,Grok,grok,en,inflation trends,neutral,true,"The rise of Japan's 40-year bond yield to 3.90% suggests a possible shift in monetary policy, with the Bank of Japan potentially tightening rates. It also reflects higher inflation expectations, as Japan's inflation hit 4% in January 2025. Global bond market trends, like rising",2025-05-11,0,0.948,0.052,0.3612
6820e78a57d6e37b033c348f,"@unusual_whales Trade deficits, inflation, and growth trends are influenced by global markets, Fed policy, and years of bipartisan decisions. Oversimplifying doesn’t solve anything.",2025-05-11T18:58:13,Amanda Scott,AmandaScott0203,en,inflation trends,positive,true,"Trade deficits, inflation, and growth trends are influenced by global markets, Fed policy, and years of bipartisan decisions. Oversimplifying doesn’t solve anything.",2025-05-11,0,0.827,0.173,0.5267
6820ea4ea1c714d48917fcb9,"@EPBResearch We’re in the ""Winter"" of the Kondratieff cycle—a 100-year reset. Like the 1930s, the 2020s are marked by debt, disruption, and global shifts. Crisis clears the way for a new economic ""Spring."" Transformation always follows collapse. #Kondratieff #MarketCycles #Macro",2025-05-11T19:12:19,Ron,phillyflipper,en,global economic crisis,negative,true,"We’re in the ""Winter"" of the Kondratieff cycle—a 100-year reset. Like the 1930s, the 2020s are marked by debt, disruption, and global shifts. Crisis clears the way for a new economic ""Spring."" Transformation always follows collapse.",2025-05-11,0.246,0.679,0.076,-0.8591
6820ea4ea1c714d48917fcba,"@CNN Promising step forward in US-China trade relations! A deal could ease global economic tensions, but the devil’s in the details—hoping for transparency on how this addresses the fentanyl crisis and tariffs.",2025-05-11T19:12:19,CryptCrafter,NeuronNinjah,en,global economic crisis,negative,true,"Promising step forward in US-China trade relations! A deal could ease global economic tensions, but the devil’s in the details—hoping for transparency on how this addresses the fentanyl crisis and tariffs.",2025-05-11,0.198,0.711,0.091,-0.7345
6820ea4ea1c714d48917fcc2,Moscow faces deepening budget crisis amid economic slowdown – Resurgam https://t.co/oJk7mXAyAm,2025-05-11T19:12:19,Еспресо Global,Espresotveng,en,global economic crisis,negative,true,Moscow faces deepening budget crisis amid economic slowdown – Resurgam,2025-05-11,0.291,0.709,0,-0.6249
6820ea4ea1c714d48917fcc5,"Pakistan's Position Then &amp; Now\n\n1971: Divided geographically. East Pakistan was alienated. Civil war &amp; genocide in East created global sympathy for India.\n\n2025: Unified, but internally weak—economic crisis, political instability. Yet, backed tightly by China.\n\n(6/n) https://t.co/h5jOp5ENxX",2025-05-11T19:12:19,𝐃𝐎 𝐍𝐞𝐰𝐬,donewstoday,en,global economic crisis,negative,true,"Pakistan's Position Then &amp; Now 1971: Divided geographically. East Pakistan was alienated. Civil war &amp; genocide in East created global sympathy for India. 2025: Unified, but internally weak—economic crisis, political instability. Yet, backed tightly by China. (6/n)",2025-05-11,0.175,0.691,0.134,-0.7096
6820ea4ea1c714d48917fcc6,"15/ Why does the IMF lend to countries like Pakistan?\n\nThe IMF aims to stabilize global economies. Lending to countries in crisis helps prevent economic collapse, which can have worldwide repercussions. However, such decisions often involve complex geopolitical considerations.",2025-05-11T19:12:19,Swapnil_Kommawar,gamariaymanee,en,global economic crisis,slightly negative,true,"15/ Why does the IMF lend to countries like Pakistan? The IMF aims to stabilize global economies. Lending to countries in crisis helps prevent economic collapse, which can have worldwide repercussions. However, such decisions often involve complex geopolitical considerations.",2025-05-11,0.154,0.716,0.131,-0.4767
6820ea4ea1c714d48917fcc8,"Donald Trump, I'm sorry to inform you that your America Great Again is. shrinking. As you are destroying your economic partners. Creating this global mess. Which results in this global crisis of confidence. North America - MAKE AMERICA LITLE AGAIN. This is Trump! https://t.co/Ooco00aP25",2025-05-11T19:12:19,@alemaoopoeta252,alemaoopoeta252,en,global economic crisis,slightly negative,true,"Donald Trump, I'm sorry to inform you that your America Great Again is. shrinking. As you are destroying your economic partners. Creating this global mess. Which results in this global crisis of confidence. North America - MAKE AMERICA LITLE AGAIN. This is Trump!",2025-05-11,0.202,0.634,0.164,-0.2942
6820ea4ea1c714d48917fccf,@MattWalshBlog They'd do better marketing tiny houses like this for natural disaster victims who are temporarily in a homeless status.,2025-05-11T19:12:19,Douglas,doug86027,en,natural disaster,neutral,true,They'd do better marketing tiny houses like this for natural disaster victims who are temporarily in a homeless status.,2025-05-11,0.218,0.512,0.27,0.128
6820ea4ea1c714d48917fcd0,11:11,2025-05-11T19:12:19,natural disaster,annoynonya,qst,natural disaster,slightly negative,false,11:11,2025-05-11,0,1,0,0
6820ea4ea1c714d48917fce2,"@tuchegun @MARCELOFAVAOK The barricades and protests in Bolivia stem from a political crisis within the MAS party, pitting President Luis Arce against Evo Morales ahead of the 2025 elections. This has caused roadblocks, fuel shortages, and economic strain, fueling unrest. Attacks on journalists,",2025-05-11T19:12:19,Grok,grok,en,political unrest,negative,true,"The barricades and protests in Bolivia stem from a political crisis within the MAS party, pitting President Luis Arce against Evo Morales ahead of the 2025 elections. This has caused roadblocks, fuel shortages, and economic strain, fueling unrest. Attacks on journalists,",2025-05-11,0.228,0.72,0.053,-0.7906
6820ea4ea1c714d48917fce4,"@pjaicomo The exactive branch can and has done this before in times of invasion and political unrest. It is completely warranted. And it's what a majority of Americans voted for. Sorry, it's a 10/90 issue and you are sadly out of touch.",2025-05-11T19:12:19,Alternative News Alternative Views,ANewsAViews,en,political unrest,slightly negative,true,"The exactive branch can and has done this before in times of invasion and political unrest. It is completely warranted. And it's what a majority of Americans voted for. Sorry, it's a 10/90 issue and you are sadly out of touch.",2025-05-11,0.093,0.907,0,-0.4767
6820ea4ea1c714d48917fceb,"@grok Summary from ChatGTP:\n\nIf Nigeria saw 30M low-skilled Chinese migrants over 30 years—mirroring U.S. illegal immigration—it would trigger wage crashes, urban overcrowding, cultural clashes, and political unrest. A demographic shift of that scale could destabilize the nation.",2025-05-11T19:12:19,Lonnie Jablonski,LonnieJablonsky,en,political unrest,negative,true,"Summary from ChatGTP: If Nigeria saw 30M low-skilled Chinese migrants over 30 years—mirroring U.S. illegal immigration—it would trigger wage crashes, urban overcrowding, cultural clashes, and political unrest. A demographic shift of that scale could destabilize the nation.",2025-05-11,0.089,0.911,0,-0.5574
6820ea4ea1c714d48917fcec,@StephenM It was planned to kick off exactly this with paid protesters. Dem congress members created a criminal incident assaulting ICE officers while pushing through gates &amp; play the victim after. Dems think they are above the law. They want social unrest &amp; destruction for political gain.,2025-05-11T19:12:19,Star S.⭐️⭐️⭐️⭐️⭐️,DominguezH31015,en,political unrest,negative,true,It was planned to kick off exactly this with paid protesters. Dem congress members created a criminal incident assaulting ICE officers while pushing through gates &amp; play the victim after. Dems think they are above the law. They want social unrest &amp; destruction for political gain.,2025-05-11,0.234,0.618,0.148,-0.743
6820ea4ea1c714d48917fcf4,"@unusual_whales Trade deficits, inflation, and growth trends are influenced by global markets, Fed policy, and years of bipartisan decisions. Oversimplifying doesn’t solve anything.",2025-05-11T19:12:19,Amanda Scott,AmandaScott0203,en,inflation trends,positive,true,"Trade deficits, inflation, and growth trends are influenced by global markets, Fed policy, and years of bipartisan decisions. Oversimplifying doesn’t solve anything.",2025-05-11,0,0.827,0.173,0.5267
6820ea4ea1c714d48917fcfc,"@TerraOrBust £50 in 1995 had approximately the same spending power as £100 in May 2025, based on UK inflation trends and CPI adjustments",2025-05-11T19:12:19,Polish Housewife,HousewifePolish,en,inflation trends,slightly negative,true,"£50 in 1995 had approximately the same spending power as £100 in May 2025, based on UK inflation trends and CPI adjustments",2025-05-11,0,1,0,0
6820ea4ea1c714d48917fcbf,The whole world is against bharat. Pakis have paid most of the global media. We were wondering why Pak has a huge economic crisis. It doesn't really have a crisis. It has big investments pouring into lobbying efforts with foreign govts to put shade on bhartiya sanskriti.,2025-05-11T19:12:19,metacolonial,metacolonial,en,global economic crisis,negative,true,The whole world is against bharat. Pakis have paid most of the global media. We were wondering why Pak has a huge economic crisis. It doesn't really have a crisis. It has big investments pouring into lobbying efforts with foreign govts to put shade on bhartiya sanskriti.,2025-05-11,0.177,0.781,0.042,-0.8158
6820ea4ea1c714d48917fcc1,@chischans @Lewis_Mulinda Zambias growth is highly correlated to global copper prices. \n\nCopper prices saw a slump after the 2008 financial crisis and rebounded after 2010.\n\nA more pertinent conversation would revolve around policy interventions and their impact on economic indicators,2025-05-11T19:12:19,Shuko,shukoz,en,global economic crisis,slightly negative,true,Zambias growth is highly correlated to global copper prices. Copper prices saw a slump after the 2008 financial crisis and rebounded after 2010. A more pertinent conversation would revolve around policy interventions and their impact on economic indicators,2025-05-11,0.092,0.85,0.058,-0.3612
6820ea4ea1c714d48917fcc3,Today News\n🇷🇺🇺🇦 Europe Demands Putin Ceasefire 🕊️\n🇮🇳🇵🇰 India-Pakistan Ceasefire Achieved 🤝\n🇺🇳 Global Coral Bleaching Crisis 🐠\n🇺🇸🇨🇳 Global Economic Order Shifts 💹\n🇧🇷 Brazil's Lula Warns of Populism ⚠️ https://t.co/Ls9InBaZhx,2025-05-11T19:12:19,MoeWorld,ToryDoom99939,en,global economic crisis,negative,true,Today News 🇷🇺🇺🇦 Europe Demands Putin Ceasefire 🕊️ 🇮🇳🇵🇰 India-Pakistan Ceasefire Achieved 🤝 🇺🇳 Global Coral Bleaching Crisis 🐠 🇺🇸🇨🇳 Global Economic Order Shifts 💹 🇧🇷 Brazil's Lula Warns of Populism ⚠️,2025-05-11,0.136,0.864,0,-0.6705
6820ea4ea1c714d48917fcd1,Running a secondary calendar with a 365 day calendar will help with natural disaster prevention and pattern recognition across both calendars,2025-05-11T19:12:19,invvni,invvni_,en,natural disaster,slightly negative,true,Running a secondary calendar with a 365 day calendar will help with natural disaster prevention and pattern recognition across both calendars,2025-05-11,0.15,0.659,0.19,0.0258
6820ea4ea1c714d48917fcd3,"If there's a hurricane at some part of the world and coincidentally Modi sneezes that time, you guys gonna say it's because of Modi, natural disaster is caused, as your blue tick is sponsored by BJP IT cell.",2025-05-11T19:12:19,harikaa04🇮🇳,harikaa04,en,natural disaster,slightly negative,true,"If there's a hurricane at some part of the world and coincidentally Modi sneezes that time, you guys gonna say it's because of Modi, natural disaster is caused, as your blue tick is sponsored by BJP IT cell.",2025-05-11,0.096,0.845,0.059,-0.3818
6820ea4ea1c714d48917fcd6,Yall make yall selves opps and turn around and be confused when ppl pay you what you smoking (dust) 🤏🏾,2025-05-11T19:12:19,INDOE 🌪💚 The Natural Disaster ™️,Indoeee1,en,natural disaster,slightly negative,true,Yall make yall selves opps and turn around and be confused when ppl pay you what you smoking (dust) 🤏🏾,2025-05-11,0.15,0.85,0,-0.4019
